id,label,asin,title,average_rating,rating_number,price,color,dimensions,weight,model_number,date_first_available,screen_size,display_resolution,form_factor,operating_system,display_technology,model_name,ram_gb,storage_gb
product_B014KAPJT2,"moto e 2nd generation 4g lte virgin mobile usa android 5.0 4.5"" qhd corning gorilla glass 3 5mp back camera phone",B014KAPJT2,"moto e 2nd generation 4g lte virgin mobile usa android 5.0 4.5"" qhd corning gorilla glass 3 5mp back camera phone",3.3,5,,,,7.2 ounces,,"august 28, 2015",4.5 inches,2560 x 1440,smartphone,android 5.0,,moto e,,8.0
product_B09YTVFJN3,"ulefone armor 11t 5g rugged android cell phone, thermal imaging camera, 8+256gb, android 11, 48mp triple camera, 6.1 inch hd+, nfc, 5200mah qi 10w wireless charging rugged unlocked smartphone",B09YTVFJN3,"ulefone armor 11t 5g rugged android cell phone, thermal imaging camera, 8+256gb, android 11, 48mp triple camera, 6.1 inch hd+, nfc, 5200mah qi 10w wireless charging rugged unlocked smartphone",3.0,20,,black,6.45 x 3.21 x 0.56 inches,1.34 pounds,us-arm11t-bk,"may 21, 2022",,,touch screen,,,,8.0,256.0
product_B0897WGSX7,"xiaomi redmi note 9 pro 128gb + 6gb ram, 6.67"" fhd+ dotdisplay, 64mp ai quad camera, qualcomm snapdragon 720g lte factory unlocked smartphone - international version (tropical green)",B0897WGSX7,"xiaomi redmi note 9 pro 128gb + 6gb ram, 6.67"" fhd+ dotdisplay, 64mp ai quad camera, qualcomm snapdragon 720g lte factory unlocked smartphone - international version (tropical green)",4.5,8897,,tropical green,6 x 4 x 4 inches,14.9 ounces,m2003j6b2g,"may 27, 2020",,2340 x 1080,smartphone,,,,6.0,6.0
product_B003CJVP8W,"lg gw300 quad band gsm unlocked phone with 2mp camera, qwerty keyboard, mp3/wma/aac player, fm radio, stereo bluetooth (black/silver)",B003CJVP8W,"lg gw300 quad band gsm unlocked phone with 2mp camera, qwerty keyboard, mp3/wma/aac player, fm radio, stereo bluetooth (black/silver)",5.0,1,,,,8.8 ounces,,"april 2, 2004",,,,,,,,512.0
product_B07JJW1MH4,"honor 8x 64gb dual-sim android (gsm only, no cdma) factory unlocked 4g/lte smartphone - international version (black)",B07JJW1MH4,"honor 8x 64gb dual-sim android (gsm only, no cdma) factory unlocked 4g/lte smartphone - international version (black)",4.0,44,,black,0.31 x 3.02 x 6.31 inches,6.2 ounces,51092xws,"october 18, 2018",,"1920 x 1080, 1080 x 2340",smartphone,,"lcd, led",,64.0,
product_B083WNM77Q,"samsung galaxy s10 lite (128gb, 8gb ram) 6.7"", snapdragon 855, 4500mah battery, dual sim gsm unlocked global 4g lte (t-mobile, at&t, metro, straight talk) international model sm-g770f/ds (prism blue)",B083WNM77Q,"samsung galaxy s10 lite (128gb, 8gb ram) 6.7"", snapdragon 855, 4500mah battery, dual sim gsm unlocked global 4g lte (t-mobile, at&t, metro, straight talk) international model sm-g770f/ds (prism blue)",3.4,20,,prism white,2.98 x 0.32 x 6.4 inches,6.5 ounces,sm-g770fzwdxsg,"august 20, 2020",6.7 inches,3840 x 2160,slate,,amoled,s10 lite,8.0,128.0
product_B08QZ1Y1WF,"cubot unlocked cell phones(8gb/128gb), note 20 pro smartphones, 6.5"" hd+ display, quad camera, 4200mah battery, android 10, dual sim 4g budget phone, us version, black",B08QZ1Y1WF,"cubot unlocked cell phones(8gb/128gb), note 20 pro smartphones, 6.5"" hd+ display, quad camera, 4200mah battery, android 10, dual sim 4g budget phone, us version, black",3.6,262,,black,6.13 x 3.03 x 0.36 inches,7.1 ounces,note 20 pro,"december 19, 2020",,1280 x 720,smartphone,,,,8.0,128.0
product_B07Q2N1P5N,huawei p30 pro 128gb 8gb ram (vog-l29) international version - breathing crystal,B07Q2N1P5N,huawei p30 pro 128gb 8gb ram (vog-l29) international version - breathing crystal,4.5,416,,,2.6 x 1.65 x 0.59 inches,1.1 pounds,6901443293179,"april 24, 2019",6.3 inches,1080 x 2340,smartphone,android 9.0,,p30 pro,8.0,256.0
product_B002WC8XNK,verizon wireless razzle phone (verizon wireless),B002WC8XNK,verizon wireless razzle phone (verizon wireless),3.0,10,,blue,4.5 x 2.4 x 0.5 inches,3.81 ounces,verizon wireless razzle™,"november 11, 2009",,,bar,,,,,1.0
product_B08F526DQ3,"cell phone,2.4in full voice-assistance touch screen flip mobile phone for the elderly,radio,alarm,recording,calendar,flashlight,support dual sim card,long standby(us)",B08F526DQ3,"cell phone,2.4in full voice-assistance touch screen flip mobile phone for the elderly,radio,alarm,recording,calendar,flashlight,support dual sim card,long standby(us)",2.4,13,42.42,us,4.09 x 2.17 x 0.79 inches,7.4 ounces,,"august 3, 2020",2.4 inches,,"flip, smartphone",,,f899,,
product_B07891R1MD,google pixel 32gb verizon wireless really blue (renewed),B07891R1MD,google pixel 32gb verizon wireless really blue (renewed),2.5,2,,,,,,"december 14, 2017",,,smartphone,,,,,32.0
product_B00HPP3QD6,moto g - verizon prepaid phone (verizon),B00HPP3QD6,moto g - verizon prepaid phone (verizon),4.2,853,,black,2.6 x 0.46 x 5.1 inches,5 ounces,moto g - verizon,"january 6, 2014",4.5 inches,,,"4.4 kit kat, android",,moto g,,8.0
product_B07CG46J43,"indigi 2018 gsm unlocked 4g lte 5.6"" android 6 smartphones [2sim + quad-core + fingerprint scanner + bluetooth 4.0] - white/gold",B07CG46J43,"indigi 2018 gsm unlocked 4g lte 5.6"" android 6 smartphones [2sim + quad-core + fingerprint scanner + bluetooth 4.0] - white/gold",1.0,2,,white/gold,6.2 x 3.5 x 0.25 inches,14.6 ounces,sphone-w12-gld-03,"october 10, 2017",,1280 x 720 pixels,touchscreen,,,,,8.0
product_B0BBLXXZV4,"doogee x97 pro unlocked cell phone, 4gb+64gb android 12 smartphone, 12mp camera + 5mp camera, 6.0"" hd+ screen 4200mah battery dual sim gsm unlocked phone nfc gps face id fm us version, black",B0BBLXXZV4,"doogee x97 pro unlocked cell phone, 4gb+64gb android 12 smartphone, 12mp camera + 5mp camera, 6.0"" hd+ screen 4200mah battery dual sim gsm unlocked phone nfc gps face id fm us version, black",4.0,124,84.99,black,6.26 x 3.04 x 0.33 inches,6.3 ounces,doogee x97 pro,"august 23, 2022",,,smartphone,,,,,64.0
product_B005CPI6EK,"pantech pursuit ii phone, green (at&t)",B005CPI6EK,"pantech pursuit ii phone, green (at&t)",3.0,8,,green,3.98 x 2.4 x 0.59 inches,4.5 ounces,pursuit ii,"july 14, 2011",2.8 inches,320 x 240 pixels,slider,proprietary operating system,lcd,pursuit ii,290.0,32.0
product_B07L395DB4,oneplus 6t 128gb a6013 t-mobile locked android phone - mirror black,B07L395DB4,oneplus 6t 128gb a6013 t-mobile locked android phone - mirror black,4.5,136,,,7 x 3 x 2.5 inches,1.2 pounds,sg_b07l395db4_us,"january 16, 2019",,1080 x 2280,smartphone,,amoled,,8.0,128.0
product_B09FFF2RWM,"oukitel 5g unlocked rugged smartphone, wp15 15600mah large capacity battery rugged cell phones unlocked android11 128gb+8gb waterproof dustproof shockproof 48mp triple camera 6.5inch nfc google-pay",B09FFF2RWM,"oukitel 5g unlocked rugged smartphone, wp15 15600mah large capacity battery rugged cell phones unlocked android11 128gb+8gb waterproof dustproof shockproof 48mp triple camera 6.5inch nfc google-pay",3.5,151,339.99,,,,,,,,,,,,,
product_B00LUZ8XO4,"blu dash jr k, android 4.4 kk, 2mp - unlocked (pink)",B00LUZ8XO4,"blu dash jr k, android 4.4 kk, 2mp - unlocked (pink)",4.2,642,,pink,4.8 x 2.5 x 0.47 inches,4.8 ounces,d140k pink,"september 1, 2014",3.5,320 x 480,,android 4.4,led,jr k,,32.0
product_B003DNI4LS,"sony ericsson vivaz u5i (ruby red) unlocked, international version with no warranty",B003DNI4LS,"sony ericsson vivaz u5i (ruby red) unlocked, international version with no warranty",3.0,2,,red,,,,"march 23, 2010",3.2 inches,,,nokia_symbian,led,,,
product_B006EY0U8S,motorola moto ex124g touch screen straight talk,B006EY0U8S,motorola moto ex124g touch screen straight talk,3.8,7,,,,,moto ex124g,"november 27, 2011",,,smartphone,,lcd,,,
product_B09GJMX3N7,cubot unlocked android smartphone max3 smartphone unlocked 6.1” fhd+ screen unlocked cell phone android 11 4gb + 32gb 48mp+8mp camera 4g dual sim unlocked phones 5000mah battery us version green,B09GJMX3N7,cubot unlocked android smartphone max3 smartphone unlocked 6.1” fhd+ screen unlocked cell phone android 11 4gb + 32gb 48mp+8mp camera 4g dual sim unlocked phones 5000mah battery us version green,3.9,255,,green,6.81 x 3.03 x 0.35 inches,1.08 pounds,max 3,"november 1, 2021",,720 * 1640,smartphone,,,,4.0,4.0
product_B08PQ2JN3T,verizon google pixel 5 (5g) 128gb - just black - ga01955-us (renewed),B08PQ2JN3T,verizon google pixel 5 (5g) 128gb - just black - ga01955-us (renewed),4.1,208,169.29,just black,5.69 x 2.77 x 0.3 inches,0.176 ounces,google pixel 5,"december 4, 2020",,1080 x 2340,,,,,8.0,128.0
product_B08HK654M8,"doogee rugged cell phone s95 unlocked smartphones (2020) helio p90 48mp triple rear camera 6gb ram+128gb rom 5150mah ip68 waterproof dropproof dust proof 6.3"" fhd+ nfc cell phone",B08HK654M8,"doogee rugged cell phone s95 unlocked smartphones (2020) helio p90 48mp triple rear camera 6gb ram+128gb rom 5150mah ip68 waterproof dropproof dust proof 6.3"" fhd+ nfc cell phone",3.8,17,,,6.61 x 3.12 x 0.54 inches,1.45 pounds,,"september 5, 2020",,,,,,,,128.0
product_B08PL46V6Z,samsung galaxy a51 sm-a515u lte locked for at&t - 128gb - prism crush black - (renewed),B08PL46V6Z,samsung galaxy a51 sm-a515u lte locked for at&t - 128gb - prism crush black - (renewed),5.0,4,,prism crush black,7 x 4 x 5 inches,1 pounds,,"december 3, 2020",5 inches,,slate,,amoled,,,128.0
product_B07NPMYBZT,ushining 3g unlocked senior flip phone dual screen dual sim card t mobile flip phone 2.8 inch lcd and large keypad with charging cradle (black),B07NPMYBZT,ushining 3g unlocked senior flip phone dual screen dual sim card t mobile flip phone 2.8 inch lcd and large keypad with charging cradle (black),3.5,213,,,4.33 x 2.22 x 0.77 inches,9.7 ounces,f280,"august 4, 2019",,240 x 320,flip,,lcd,,,64.0
product_B08JFTH44D,"asus zenfone 7 (zs670ks), 5g, international version (no warranty), 128gb 8gb ram, aurora black - gsm unlocked",B08JFTH44D,"asus zenfone 7 (zs670ks), 5g, international version (no warranty), 128gb 8gb ram, aurora black - gsm unlocked",4.4,48,,black,0.38 x 6.5 x 3.04 inches,1.52 pounds,zs670ks,"february 3, 2021",,1080 x 2400 x,slate,,amoled,,8.0,128.0
product_B007L5I6S0,blu deejay lite t120 black unlocked gsm quadband bar cell phone,B007L5I6S0,blu deejay lite t120 black unlocked gsm quadband bar cell phone,3.0,2,,black,,,,"march 16, 2012",1.77 inches,,bar,,,,,
product_B00SZEFDD2,blu studio energy - with 5000 mah super battery - us gsm- unlocked cell phones (black),B00SZEFDD2,blu studio energy - with 5000 mah super battery - us gsm- unlocked cell phones (black),4.1,706,,black,5.69 x 2.81 x 0.41 inches,6.4 ounces,d810u black,"february 3, 2015",5 inches,1280 x 720,,android 4.4,lcd,,,8.0
product_B00QJ3LV3W,blu dash 3.5 ii d352l unlocked gsm dual-sim 4g hspa+ android smartphone - black,B00QJ3LV3W,blu dash 3.5 ii d352l unlocked gsm dual-sim 4g hspa+ android smartphone - black,4.5,6,,black,4.6 x 0.5 x 2.5 inches,3.91 ounces,d352l black,"december 3, 2014",3.5 inches,,smartphone,android v4.4 kit kat,,,,8.0
product_B08BX8BZ1P,"samsung galaxy note 20 5g factory unlocked android cell phone, us version, 128gb of storage, mobile gaming smartphone, long-lasting battery, mystic bronze, sm-n981uznaxaa",B08BX8BZ1P,"samsung galaxy note 20 5g factory unlocked android cell phone, us version, 128gb of storage, mobile gaming smartphone, long-lasting battery, mystic bronze, sm-n981uznaxaa",4.4,670,599.97,mystic bronze,7 x 4 x 5 inches,,sm-n981uznaxaa,"august 6, 2020",6.7 inches,,smartphone,android 10.0,,note 20 5g,8.0,128.0
product_B0B5KBB3NM,s2b carrier switch adaptor to use other gsm cellphone sim cards,B0B5KBB3NM,s2b carrier switch adaptor to use other gsm cellphone sim cards,2.8,140,18.96,,,0.634 ounces,,"july 1, 2022",,,,,,,,
product_B0887GDHH5,moto g7 | unlocked | made for us by motorola | 4/64gb | 12mp camera | black,B0887GDHH5,moto g7 | unlocked | made for us by motorola | 4/64gb | 12mp camera | black,4.4,1340,179.0,4 /64 gb | moto g7 | 2 camera | black | us,15.99 x 8.99 x 1 inches,0.64 grams,pae00009us,"march 1, 2019",6.2 inches,,,android 9.0,,moto g7,,64.0
product_B08TPQTGS7,"samsung galaxy note 20 ultra 5g factory unlocked android cell phone, us version, 128gb storage, mystic bronze & smart watch active 2 (44mm, gps, bluetooth) aqua black",B08TPQTGS7,"samsung galaxy note 20 ultra 5g factory unlocked android cell phone, us version, 128gb storage, mystic bronze & smart watch active 2 (44mm, gps, bluetooth) aqua black",4.1,6,,mystic bronze,,,,"january 21, 2021",,,slate,,,,,128.0
product_B09K52TT5L,google pixel 6-5g android phone - 128gb - stormy black with fi sim card kit,B09K52TT5L,google pixel 6-5g android phone - 128gb - stormy black with fi sim card kit,4.9,11,559.81,stormy black,,,,"october 23, 2021",,,,,,,,128.0
product_B01CZCKUCI,blu diva flip - unlocked dual sim - gold,B01CZCKUCI,blu diva flip - unlocked dual sim - gold,3.6,284,,gold,4.8 x 0.5 x 1.9 inches,6.3 ounces,t390x gold,"march 16, 2016",,,flip,,"lcd, led",,,32.0
product_B07BBH9LCL,"ruggear rg160, unlocked rugged smartphone - waterproof ip68-3g android touchscreen (3g 850/1900mhz in the americas, 3g 2100mhz in europe, asia, middle east, africa)",B07BBH9LCL,"ruggear rg160, unlocked rugged smartphone - waterproof ip68-3g android touchscreen (3g 850/1900mhz in the americas, 3g 2100mhz in europe, asia, middle east, africa)",4.0,5,,,,4.7 ounces,,"november 9, 2018",,240 x 320,flip,,,,,4.0
product_B085C6JCWY,zopsc 1.7inch screen 3000 mah m2090 dual card dual standby mobile phone with whatsapp multi-function cellphone 100-240v us (black),B085C6JCWY,zopsc 1.7inch screen 3000 mah m2090 dual card dual standby mobile phone with whatsapp multi-function cellphone 100-240v us (black),1.0,1,21.59,black,,4.6 ounces,,"march 2, 2020",1.7 inches,,,,,m2090,,32.0
product_B000MYNKYM,"hp ipaq hw6955 mobile messenger pxa270 416mhz 192mb irda bt 802.11b gps gsm 850/900/1800/1900 1.3mpx camera 3"" tft fa746aa",B000MYNKYM,"hp ipaq hw6955 mobile messenger pxa270 416mhz 192mb irda bt 802.11b gps gsm 850/900/1800/1900 1.3mpx camera 3"" tft fa746aa",4.0,2,,,,3.5 pounds,,"january 27, 2007",3 inches,,,microsoft windows 5.0,,ipaq hw6955,,192.0
product_B00519ABA4,sony ericsson lt15a xperia arc unlocked phone with android 2.3 and 4.2-inch multi-touch display--u.s. warranty (misty silver),B00519ABA4,sony ericsson lt15a xperia arc unlocked phone with android 2.3 and 4.2-inch multi-touch display--u.s. warranty (misty silver),4.4,8,,misty silver,4.9 x 0.3 x 2.5 inches,4.2 ounces,lt15a - ms,"may 17, 2011",4.2 inches,1280 x 720,smartphone,android,led,lt15a xperia arc,,8.0
product_B08Z82YJ35,"5.72in hd full screen smart phone, note30 plus unlocked smartphones, dual cards dual standby, 512mb+4gb cell phones, for android 4.4.2, support wifi +bt+fm (violet)",B08Z82YJ35,"5.72in hd full screen smart phone, note30 plus unlocked smartphones, dual cards dual standby, 512mb+4gb cell phones, for android 4.4.2, support wifi +bt+fm (violet)",2.9,172,69.22,violet,,10.7 ounces,,"march 17, 2021",5.7 inches,480 x960,smartphone,android 4.2,,us,512.0,4.0
product_B014LVHH3G,"indigi® 7-inch 4g lte gsm unlocked official android pie dualsim tabletpc & phone, quadcore, 2gb ram/16gb rom",B014LVHH3G,"indigi® 7-inch 4g lte gsm unlocked official android pie dualsim tabletpc & phone, quadcore, 2gb ram/16gb rom",3.0,9,,,,2 pounds,pb-a76s-3g-bk-cp13,"november 1, 2015",,1024 x 600,smartphone,,lcd,,2.0,
product_B073ZN1HDW,total wireless - lg 238c prepaid cell phone - black,B073ZN1HDW,total wireless - lg 238c prepaid cell phone - black,2.5,3,,black,,12.5 ounces,,"july 17, 2017",,,flip,,,,,256.0
product_B002JV1WUK,palm pre phone (sprint),B002JV1WUK,palm pre phone (sprint),2.9,170,,black,4.22 x 2.11 x 0.73 inches,4.2 ounces,palm pre 100,"july 30, 2009",3.1 inches,,bar,palm web os,led,,,8.0
product_B085HQJ6SF,liberty mobile evo shift - prepaid phone cellphone - simple no contract plan includes 5 days of service unlimited talk/text - smartphone cell android with minutes included (blue),B085HQJ6SF,liberty mobile evo shift - prepaid phone cellphone - simple no contract plan includes 5 days of service unlimited talk/text - smartphone cell android with minutes included (blue),1.9,4,,blue,5 x 2.5 x 8 inches,10.3 ounces,,"march 5, 2020",3.6 inches,,smartphone,android,,evo shift,,16.0
product_B08HNB1ZG8,"iview maximus 4g lte 4g/64g ultra-slim 11.6"" 360° convertible laptop with fingerprint recognition, touch screen, at&t, t-mobile 4g lte compatible, add sim card and use anywhere.",B08HNB1ZG8,"iview maximus 4g lte 4g/64g ultra-slim 11.6"" 360° convertible laptop with fingerprint recognition, touch screen, at&t, t-mobile 4g lte compatible, add sim card and use anywhere.",3.1,21,189.95,4g black,10 x 16 x 17.5 inches,2.5 pounds,iview-maximus-iv-4g-lte,"september 8, 2020",,,,windows 10,,,4.0,
product_B00IN0WUZW,gtc inmarsat isatphone prepaid sim card with 100 airtime units,B00IN0WUZW,gtc inmarsat isatphone prepaid sim card with 100 airtime units,3.4,3,,,,0.705 ounces,,"june 11, 2014",,,,,,,,
product_B00081PJZ2,samsung p777 phone (at&t),B00081PJZ2,samsung p777 phone (at&t),3.0,10,,,,,,"august 14, 2023",,,,,,,,
product_B004G0NK8Y,motorola ex128 unlocked phone with dual-sim and touchscreen - international version - black,B004G0NK8Y,motorola ex128 unlocked phone with dual-sim and touchscreen - international version - black,3.9,46,,black,4.19 x 0.47 x 2.18 inches,3.2 ounces,ex128 dual sim,"december 11, 2010",,,smartphone,,,,,8.0
product_B087RKR3V4,"blackview bv9900 pro 4g rugged phones unlocked, 48mp+16mp+5mp+2mp+thermal imaging camera ip68 rugged smartphone, 8gb+128gb octa-core 5.84"" fhd+ android 9.0 4380mah battery rugged cell phone -black",B087RKR3V4,"blackview bv9900 pro 4g rugged phones unlocked, 48mp+16mp+5mp+2mp+thermal imaging camera ip68 rugged smartphone, 8gb+128gb octa-core 5.84"" fhd+ android 9.0 4380mah battery rugged cell phone -black",3.6,86,,black,6.16 x 3.08 x 0.56 inches,9.6 ounces,blackview bv9900 pro,"april 28, 2020",,1080 x 2280,smartphone,,,,,128.0
product_B07MC1G413,huawei mate se factory unlocked 5.93” - 4gb/64gb octa-core processor| 16mp + 2mp dual camera| gsm only |gold (us warranty) (renewed),B07MC1G413,huawei mate se factory unlocked 5.93” - 4gb/64gb octa-core processor| 16mp + 2mp dual camera| gsm only |gold (us warranty) (renewed),3.8,8,,gold,6.16 x 0.3 x 2.96 inches,11.2 ounces,51092drj-cr,"january 7, 2019",,1080 x 2160,smartphone,,,,,64.0
product_B00RCM6IIM,"huawei - ascend g7 gsm unlocked smartphone, 5.5 inch, 2gb + 16gb, 13mp",B00RCM6IIM,"huawei - ascend g7 gsm unlocked smartphone, 5.5 inch, 2gb + 16gb, 13mp",2.7,3,,,,5.8 ounces,huawei ascend g7,"december 23, 2014",5.5 inches,,smartphone,android 4.4,,ascend g7,,16.0
product_B083G849RZ,"motorola one hyper 128gb + 4gb ram, xt202-1, 6.5” fhd+, 64 mp photos, lte factory unlocked smartphone - international version (blue iceberg)",B083G849RZ,"motorola one hyper 128gb + 4gb ram, xt202-1, 6.5” fhd+, 64 mp photos, lte factory unlocked smartphone - international version (blue iceberg)",4.5,376,239.99,blue,7 x 3 x 2.5 inches,15.8 ounces,xt2016-2,"january 3, 2020",,1080 x 2340,smartphone,,,,1.0,128.0
product_B088WM5ZSC,"lg k50 (32gb, 3gb) 6.26"" hd+ display, mil-std 810g certified, us + global 4g lte gsm factory unlocked lm-x520 - international model (black, 32gb + 64gb sd bundle)",B088WM5ZSC,"lg k50 (32gb, 3gb) 6.26"" hd+ display, mil-std 810g certified, us + global 4g lte gsm factory unlocked lm-x520 - international model (black, 32gb + 64gb sd bundle)",3.9,65,,black,,12.6 ounces,lm-x520,"january 5, 2017",6.3 inches,720 x 1520,,android 9.0,lcd,k50,,32.0
product_B07Z9NGZZZ,google - pixel 3 with 128gb memory cell phone (unlocked) - not pink (renewed),B07Z9NGZZZ,google - pixel 3 with 128gb memory cell phone (unlocked) - not pink (renewed),3.9,14,149.96,pink,5.73 x 2.69 x 0.31 inches,5.2 ounces,,"october 18, 2019",5.5 inches,,smartphone,"chrome os, android",,pixel 3,128.0,4.0
product_B07MWJTT8H,lg v30+ plus 128gb h932 t-mobile 4g lte 6in 4gb ram dual 16mp+13mp black (renewed),B07MWJTT8H,lg v30+ plus 128gb h932 t-mobile 4g lte 6in 4gb ram dual 16mp+13mp black (renewed),3.3,25,,black,,0.01 ounces,,"january 17, 2019",,1440 x 2880,smartphone,,"oled, led",,,128.0
product_B09JF3PVM2,"apple iphone 12 pro, 256gb, silver - unlocked (renewed premium)",B09JF3PVM2,"apple iphone 12 pro, 256gb, silver - unlocked (renewed premium)",4.1,20,620.0,silver,0.28 x 2.8 x 5.75 inches,15.5 ounces,iphone 12 pro,"october 14, 2021",6 inches,,smartphone,ios 12,,iphone 12 pro,,256.0
product_B09MYBC537,"samsung galaxy a12 (128gb, 4gb) 6.5 inches gsm unlocked us + global 4g volte a127m/ds (renewed)",B09MYBC537,"samsung galaxy a12 (128gb, 4gb) 6.5 inches gsm unlocked us + global 4g volte a127m/ds (renewed)",3.7,11,,blue,6 x 4 x 2 inches,12.3 ounces,,"december 2, 2021",,720 x 1600,slate,,lcd,,3.0,128.0
product_B08PW1GLKK,kyocera dura force pro 2 e6920 64gb 4g lte at&t waterproof smartphone rugged (renewed),B08PW1GLKK,kyocera dura force pro 2 e6920 64gb 4g lte at&t waterproof smartphone rugged (renewed),3.7,35,133.45,,,12.6 ounces,,"december 7, 2020",,3840 x 2160,smartphone,,led,,,64.0
product_B01610F3KY,lg transpyre (verizon lte prepaid),B01610F3KY,lg transpyre (verizon lte prepaid),3.3,90,199.99,black,0.42 x 2.67 x 5.02 inches,5 ounces,lg-vs810kpp,"september 16, 2015",,,smartphone,,,,1.0,8.0
product_B00GOFWFVC,blu dash 4.0 unlocked dual sim phone,B00GOFWFVC,blu dash 4.0 unlocked dual sim phone,3.8,7,,,4.88 x 0.46 x 2.48 inches,0.01 ounces,d271a,"november 14, 2013",,,,,,,,4.0
product_B08YZ4TZH2,"kikyo unlocked smartphones,landvo mate40 pro 5.45in hd screen android phone,dual sim dual standby unlocked cell phone,512mb+4gb,2mp+5mp dual camera,1500mah battery(green)",B08YZ4TZH2,"kikyo unlocked smartphones,landvo mate40 pro 5.45in hd screen android phone,dual sim dual standby unlocked cell phone,512mb+4gb,2mp+5mp dual camera,1500mah battery(green)",2.0,10,69.19,green,,11.5 ounces,,"march 15, 2021",,,smartphone,,,,,8.0
product_B09X2JFWZR,"red chili redchili shockproof compatible iphone 12 pro max case 6.7"" tpu bumper,[military grade drop tested] anti-scratch full-body shockproof protective case for iphone 12 pro max-on black",B09X2JFWZR,"red chili redchili shockproof compatible iphone 12 pro max case 6.7"" tpu bumper,[military grade drop tested] anti-scratch full-body shockproof protective case for iphone 12 pro max-on black",5.0,1,,black out,3.26 x 0.48 x 6.51 inches,2.39 ounces,phone 12 pro max,"april 2, 2022",,,bumper,,,,,
product_B0BJ56VHJN,g-shock gst-b100 series gstb100gb-1a9 gold/black,B0BJ56VHJN,g-shock gst-b100 series gstb100gb-1a9 gold/black,5.0,1,,,8 x 5 x 8 inches; 9.14 ounces,,gstb100gb-1a9,"october 13, 2022",,,,,,,,
product_B08DHPBD4H,"samsung galaxy a51 5g factory unlocked android cell phone | us version | 128gb storage | long-lasting battery for gaming, 6.5” infinity display, quad camera | black",B08DHPBD4H,"samsung galaxy a51 5g factory unlocked android cell phone | us version | 128gb storage | long-lasting battery for gaming, 6.5” infinity display, quad camera | black",4.4,326,,black,,0.232 ounces,a51 5g,"august 19, 2020",,,smartphone,,amoled,,6.0,128.0
product_B073XTPCKC,"htc desire 10 pro d10i 64gb green, 5.5 inch, dual sim, gsm unlocked international model, no warranty",B073XTPCKC,"htc desire 10 pro d10i 64gb green, 5.5 inch, dual sim, gsm unlocked international model, no warranty",4.3,9,,green,,,,,5.5 inches,,,android 6.0,,desire 10 pro,,64.0
product_B07YBB3CM7,lg google nexus 5x h791 16gb 4g lte 5.2-inch factory unlocked - white (renewed),B07YBB3CM7,lg google nexus 5x h791 16gb 4g lte 5.2-inch factory unlocked - white (renewed),3.0,3,,white,7 x 4 x 3 inches,0.01 ounces,,"september 24, 2019",,1920 x 1080,smartphone,,led,,,16.0
product_B09JFC8JGG,"apple iphone 12 pro, 512gb, pacific blue - unlocked (renewed premium)",B09JFC8JGG,"apple iphone 12 pro, 512gb, pacific blue - unlocked (renewed premium)",4.5,65,,pacific blue,0.28 x 2.8 x 5.75 inches,12.3 ounces,iphone 12 pro,"october 14, 2021",6 inches,,smartphone,ios 12,,iphone 12 pro,,512.0
product_B000HJC56G,starcom slice prepaid virgin mobile cell phone,B000HJC56G,starcom slice prepaid virgin mobile cell phone,3.0,25,,black,,1.05 pounds,slice,"february 14, 2007",,,,,lcd,,,
product_B087BTGX9W,"blackview unlocked smartphone a80 pro, 6.49 inch hd+, 4gb ram+64gb rom with 4680mah big battery, 4g dual sim for at&t, t-mobile phone,13mp quad rear camera, android 9.0 unlocked cell phones",B087BTGX9W,"blackview unlocked smartphone a80 pro, 6.49 inch hd+, 4gb ram+64gb rom with 4680mah big battery, 4g dual sim for at&t, t-mobile phone,13mp quad rear camera, android 9.0 unlocked cell phones",4.0,1163,,blue,6.41 x 3.03 x 0.35 inches,6.4 ounces,blackview a80 pro,"may 22, 2020",,,smartphone,,,,,64.0
product_B07VYP6VLS,"huawei y9 prime 2019 (128gb, 4gb ram) 6.59"" display, 3 ai cameras, 4000mah battery, dual sim gsm factory unlocked - stk-lx3, us & global 4g lte international model (midnight black, 128 gb)",B07VYP6VLS,"huawei y9 prime 2019 (128gb, 4gb ram) 6.59"" display, 3 ai cameras, 4000mah battery, dual sim gsm factory unlocked - stk-lx3, us & global 4g lte international model (midnight black, 128 gb)",4.5,1516,,black,6.44 x 3.04 x 0.35 inches,5.8 ounces,stk-lx3,"october 26, 2018",,1080 x 2340,smartphone,,lcd,,4.0,128.0
product_B08Q6D5BZL,"snapfon ez4g locked | big-button cellphone for seniors, nationwide 4g volte, sos button, hearing aid compatible, mobile monitoring service ready | locked to network, activation kit included",B08Q6D5BZL,"snapfon ez4g locked | big-button cellphone for seniors, nationwide 4g volte, sos button, hearing aid compatible, mobile monitoring service ready | locked to network, activation kit included",3.3,12,,,,4.2 ounces,,"december 9, 2020",,,,,led,,,
product_B07PZVWR98,"moto g7 power - unlocked - 32 gb - marine blue (us warranty) - verizon, at&t, t-mobile, sprint, boost, cricket, & metro",B07PZVWR98,"moto g7 power - unlocked - 32 gb - marine blue (us warranty) - verizon, at&t, t-mobile, sprint, boost, cricket, & metro",3.7,54,238.0,marine blue,7.01 x 4.02 x 2.01 inches,13.3 ounces,paeb0006us,"february 22, 2019",6.2 inches,,smartphone,android,,moto g7 power - unlocked - 32 gb - marine blue (us warranty),3.0,32.0
