id,label,key,value,label,numeric_value,unit
spec_weight_1milligrams,weight: 1 milligrams,weight,1 milligrams,weight,,
spec_resolution_176x220,resolution: 176 x 220,resolution,176 x 220,resolution,,
spec_special_features_touchscreenbluetoothenableddualsimoctacoreprocessorfingerprintsensor,"special features: touchscreen, bluetooth enabled, dual sim, octa core processor, fingerprint sensor",special_features,"touchscreen, bluetooth enabled, dual sim, octa core processor, fingerprint sensor",special features,,
spec_battery_power_rating_4800milliamperehourmah,battery power rating: 4800 milliampere hour (mah),battery_power_rating,4800 milliampere hour (mah),battery power rating,,
spec_brand_name_hilitand,brand name: hilitand,brand_name,hilitand,brand name,,
spec_package_dimensions_886x681x315inches1411ounces,package dimensions: 8.86 x 6.81 x 3.15 inches; 14.11 ounces,package_dimensions,8.86 x 6.81 x 3.15 inches; 14.11 ounces,package dimensions,,
spec_model_number_hilitandhafgce7y5x14,model number: hilitandhafgce7y5x-14,model_number,hilitandhafgce7y5x-14,model number,,
spec_package_dimensions_752x61x169inches,package dimensions: 7.52 x 6.1 x 1.69 inches,package_dimensions,7.52 x 6.1 x 1.69 inches,package dimensions,,
spec_weight_825ounces,weight: 8.25 ounces,weight,8.25 ounces,weight,8.25,oz
spec_year_2023,year: 2023,year,2023,year,,
spec_best_sellers_rank_amazonrenewed26255climatepledgefriendlyelectronics9638,"best sellers rank: {'amazon renewed': 26255, 'climate pledge friendly: electronics': 9638}",best_sellers_rank,"{'amazon renewed': 26255, 'climate pledge friendly: electronics': 9638}",best sellers rank,,
spec_weight_490grams,weight: 490 grams,weight,490 grams,weight,490.0,g
spec_other_camera_features_primary80mpfashlightsecondary20mp,"other camera features: primary: 8.0mp, fashlight|secondary: 2.0mp",other_camera_features,"primary: 8.0mp, fashlight|secondary: 2.0mp",other camera features,,
spec_package_dimensions_1035x992x429inches,package dimensions: 10.35 x 9.92 x 4.29 inches,package_dimensions,10.35 x 9.92 x 4.29 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed20901climatepledgefriendlyelectronics8675,"best sellers rank: {'amazon renewed': 20901, 'climate pledge friendly: electronics': 8675}",best_sellers_rank,"{'amazon renewed': 20901, 'climate pledge friendly: electronics': 8675}",best sellers rank,,
spec_package_dimensions_1083x661x417inches,package dimensions: 10.83 x 6.61 x 4.17 inches,package_dimensions,10.83 x 6.61 x 4.17 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed32299climatepledgefriendlyelectronics10474,"best sellers rank: {'amazon renewed': 32299, 'climate pledge friendly: electronics': 10474}",best_sellers_rank,"{'amazon renewed': 32299, 'climate pledge friendly: electronics': 10474}",best sellers rank,,
spec_brand_name_tbest,brand name: tbest,brand_name,tbest,brand name,,
spec_package_dimensions_1079x693x394inches1287ounces,package dimensions: 10.79 x 6.93 x 3.94 inches; 12.87 ounces,package_dimensions,10.79 x 6.93 x 3.94 inches; 12.87 ounces,package dimensions,,
spec_model_number_tbest6cadgimgst11,model number: tbest6cadgimgst-11,model_number,tbest6cadgimgst-11,model number,,
spec_weight_1255grams,weight: 125.5 grams,weight,125.5 grams,weight,125.5,g
spec_special_features_ruggedbodysupportsusbotgfastchargingsupportdualsimwaterresistant,"special features: rugged body, supports usb otg, fast charging support, dual sim, water resistant",special_features,"rugged body, supports usb otg, fast charging support, dual sim, water resistant",special features,,
spec_other_camera_features_108mpmaincamera20mpnightvision,other camera features: 108mp main camera & 20mp night vision,other_camera_features,108mp main camera & 20mp night vision,other camera features,,
spec_phone_standby_time_with_data_2380hours,phone standby time (with data): 2380 hours,phone_standby_time_with_data,2380 hours,phone standby time (with data),2380.0,h
spec_weight_560grams,weight: 560 grams,weight,560 grams,weight,560.0,g
spec_best_sellers_rank_amazonrenewed9699climatepledgefriendlyelectronics5994,"best sellers rank: {'amazon renewed': 9699, 'climate pledge friendly: electronics': 5994}",best_sellers_rank,"{'amazon renewed': 9699, 'climate pledge friendly: electronics': 5994}",best sellers rank,,
spec_package_dimensions_685x374x224inches,package dimensions: 6.85 x 3.74 x 2.24 inches,package_dimensions,6.85 x 3.74 x 2.24 inches,package dimensions,,
spec_weight_9ounces,weight: 9 ounces,weight,9 ounces,weight,9.0,oz
spec_package_dimensions_811x476x224inches,package dimensions: 8.11 x 4.76 x 2.24 inches,package_dimensions,8.11 x 4.76 x 2.24 inches,package dimensions,,
spec_package_dimensions_701x378x177inches,package dimensions: 7.01 x 3.78 x 1.77 inches,package_dimensions,7.01 x 3.78 x 1.77 inches,package dimensions,,
spec_weight_346ounces,weight: 3.46 ounces,weight,3.46 ounces,weight,3.46,oz
spec_package_dimensions_827x768x185inches,package dimensions: 8.27 x 7.68 x 1.85 inches,package_dimensions,8.27 x 7.68 x 1.85 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed8611climatepledgefriendlyelectronics5693,"best sellers rank: {'amazon renewed': 8611, 'climate pledge friendly: electronics': 5693}",best_sellers_rank,"{'amazon renewed': 8611, 'climate pledge friendly: electronics': 5693}",best sellers rank,,
spec_package_dimensions_709x366x173inches,package dimensions: 7.09 x 3.66 x 1.73 inches,package_dimensions,7.09 x 3.66 x 1.73 inches,package dimensions,,
spec_special_features_dualcameraltefingerprintsensor,"special features: dual camera, lte, fingerprint sensor",special_features,"dual camera, lte, fingerprint sensor",special features,,
spec_best_sellers_rank_amazonrenewed37974climatepledgefriendlyelectronics11221,"best sellers rank: {'amazon renewed': 37974, 'climate pledge friendly: electronics': 11221}",best_sellers_rank,"{'amazon renewed': 37974, 'climate pledge friendly: electronics': 11221}",best sellers rank,,
spec_package_dimensions_75x45x22inches,package dimensions: 7.5 x 4.5 x 2.2 inches,package_dimensions,7.5 x 4.5 x 2.2 inches,package dimensions,,
spec_package_dimensions_1114x638x433inches,package dimensions: 11.14 x 6.38 x 4.33 inches,package_dimensions,11.14 x 6.38 x 4.33 inches,package dimensions,,
spec_fit_type_inear,fit type: in ear,fit_type,in ear,fit type,,
spec_rechargeable_battery_included_no,rechargeable battery included: no,rechargeable_battery_included,no,rechargeable battery included,,
spec_best_sellers_rank_amazonrenewed50700,best sellers rank: {'amazon renewed': 50700},best_sellers_rank,{'amazon renewed': 50700},best sellers rank,,
spec_package_dimensions_1043x657x413inches,package dimensions: 10.43 x 6.57 x 4.13 inches,package_dimensions,10.43 x 6.57 x 4.13 inches,package dimensions,,
spec_os_miui12android110,"os: miui 12, android 11.0",os,"miui 12, android 11.0",os,,
spec_human_interface_input_dialkeyboard,"human interface input: dial, keyboard",human_interface_input,"dial, keyboard",human interface input,,
spec_battery_power_rating_2aw,battery power rating: 2 a/w,battery_power_rating,2 a/w,battery power rating,,
spec_standing_screen_display_size_6497,standing screen display size: 6.497,standing_screen_display_size,6.497,standing screen display size,,
spec_special_features_fastchargingsupportdualsimmobilehotspotcapability,"special features: fast charging support, dual sim, mobile hotspot capability",special_features,"fast charging support, dual sim, mobile hotspot capability",special features,,
spec_package_dimensions_681x512x201inches,package dimensions: 6.81 x 5.12 x 2.01 inches,package_dimensions,6.81 x 5.12 x 2.01 inches,package dimensions,,
spec_battery_power_rating_3600angolankwanza,battery power rating: 3600 angolan kwanza,battery_power_rating,3600 angolan kwanza,battery power rating,,
spec_best_sellers_rank_amazonrenewed35220climatepledgefriendlyelectronics10882,"best sellers rank: {'amazon renewed': 35220, 'climate pledge friendly: electronics': 10882}",best_sellers_rank,"{'amazon renewed': 35220, 'climate pledge friendly: electronics': 10882}",best sellers rank,,
spec_package_dimensions_1079x606x421inches,package dimensions: 10.79 x 6.06 x 4.21 inches,package_dimensions,10.79 x 6.06 x 4.21 inches,package dimensions,,
spec_resolution_1080x2320,resolution: 1080 x 2320,resolution,1080 x 2320,resolution,,
spec_package_dimensions_906x815x142inches,package dimensions: 9.06 x 8.15 x 1.42 inches,package_dimensions,9.06 x 8.15 x 1.42 inches,package dimensions,,
spec_standing_screen_display_size_40inches,standing screen display size: 40 inches,standing_screen_display_size,40 inches,standing screen display size,40.0,inch
spec_package_dimensions_677x346x177inches,package dimensions: 6.77 x 3.46 x 1.77 inches,package_dimensions,6.77 x 3.46 x 1.77 inches,package dimensions,,
spec_special_features_compact,special features: compact,special_features,compact,special features,,
spec_weight_3pounds,weight: 3 pounds,weight,3 pounds,weight,3.0,lb
spec_special_features_dualsimquadcoreprocessorsmartphone,"special features: dual-sim, quad-core-processor, smartphone",special_features,"dual-sim, quad-core-processor, smartphone",special features,,
spec_other_camera_features_frontcamera80mpbackcamera120mp,other camera features: front camera: 8.0 mp|back camera: 12.0 mp,other_camera_features,front camera: 8.0 mp|back camera: 12.0 mp,other camera features,,
spec_human_interface_input_touchscreenkeypadbuttons,"human interface input: touchscreen, keypad, buttons",human_interface_input,"touchscreen, keypad, buttons",human interface input,,
spec_battery_capacity_50000milliamphours,battery capacity: 50000 milliamp hours,battery_capacity,50000 milliamp hours,battery capacity,,
spec_best_sellers_rank_amazonrenewed72129,best sellers rank: {'amazon renewed': 72129},best_sellers_rank,{'amazon renewed': 72129},best sellers rank,,
spec_resolution_1920x10803840x2160,"resolution: 1920 x 1080, 3840 x 2160",resolution,"1920 x 1080, 3840 x 2160",resolution,,
spec_best_sellers_rank_amazonrenewed30473,best sellers rank: {'amazon renewed': 30473},best_sellers_rank,{'amazon renewed': 30473},best sellers rank,,
spec_package_dimensions_665x37x193inches,package dimensions: 6.65 x 3.7 x 1.93 inches,package_dimensions,6.65 x 3.7 x 1.93 inches,package dimensions,,
spec_special_features_dualsimbasicphoneexpandablememory,"special features: dual sim, basic phone, expandable memory",special_features,"dual sim, basic phone, expandable memory",special features,,
spec_package_dimensions_35x19x09inches,package dimensions: 3.5 x 1.9 x 0.9 inches,package_dimensions,3.5 x 1.9 x 0.9 inches,package dimensions,,
spec_package_dimensions_88x78x2inches,package dimensions: 8.8 x 7.8 x 2 inches,package_dimensions,8.8 x 7.8 x 2 inches,package dimensions,,
spec_other_camera_features_20mpcamera,other camera features: 2.0mp camera,other_camera_features,2.0mp camera,other camera features,,
spec_battery_capacity_2570milliamphours,battery capacity: 2570 milliamp hours,battery_capacity,2570 milliamp hours,battery capacity,,
spec_memory_storage_capacity_85mb,memory storage capacity: 85 mb,memory_storage_capacity,85 mb,memory storage capacity,85.0,mb
spec_package_dimensions_764x76x146inches,package dimensions: 7.64 x 7.6 x 1.46 inches,package_dimensions,7.64 x 7.6 x 1.46 inches,package dimensions,,
spec_charging_time_215hours,charging time: 2.15 hours,charging_time,2.15 hours,charging time,2.15,h
spec_resolution_1080x2280,resolution: 1080 x 2280,resolution,1080 x 2280,resolution,,
spec_best_sellers_rank_amazonrenewed115climatepledgefriendlyelectronics905,"best sellers rank: {'amazon renewed': 115, 'climate pledge friendly: electronics': 905}",best_sellers_rank,"{'amazon renewed': 115, 'climate pledge friendly: electronics': 905}",best sellers rank,,
spec_best_sellers_rank_amazonrenewed51768,best sellers rank: {'amazon renewed': 51768},best_sellers_rank,{'amazon renewed': 51768},best sellers rank,,
spec_package_dimensions_51x41x19inches,package dimensions: 5.1 x 4.1 x 1.9 inches,package_dimensions,5.1 x 4.1 x 1.9 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed81299,best sellers rank: {'amazon renewed': 81299},best_sellers_rank,{'amazon renewed': 81299},best sellers rank,,
spec_package_dimensions_736x571x134inches,package dimensions: 7.36 x 5.71 x 1.34 inches,package_dimensions,7.36 x 5.71 x 1.34 inches,package dimensions,,
spec_package_dimensions_902x843x181inches,package dimensions: 9.02 x 8.43 x 1.81 inches,package_dimensions,9.02 x 8.43 x 1.81 inches,package dimensions,,
spec_os_android100android71,"os: android 10.0, android 7.1",os,"android 10.0, android 7.1",os,,
spec_best_sellers_rank_amazonrenewed28862,best sellers rank: {'amazon renewed': 28862},best_sellers_rank,{'amazon renewed': 28862},best sellers rank,,
spec_weight_431grams,weight: 431 grams,weight,431 grams,weight,431.0,g
spec_package_dimensions_764x61x173inches,package dimensions: 7.64 x 6.1 x 1.73 inches,package_dimensions,7.64 x 6.1 x 1.73 inches,package dimensions,,
spec_package_dimensions_55x34x32inches,package dimensions: 5.5 x 3.4 x 3.2 inches,package_dimensions,5.5 x 3.4 x 3.2 inches,package dimensions,,
spec_special_features_dualcameradualcoreprocessorsmartphonedualsimcamera,"special features: dual-camera, dual-core-processor, smartphone, dual-sim, camera",special_features,"dual-camera, dual-core-processor, smartphone, dual-sim, camera",special features,,
spec_other_camera_features_primarycamera315mp2048x1536pixelssecondarycameravga,"other camera features: primary camera: 3.15 mp, 2048 x 1536 pixels|secondary camera: vga",other_camera_features,"primary camera: 3.15 mp, 2048 x 1536 pixels|secondary camera: vga",other camera features,,
spec_manufacturer_part_number_b474450220116200601cr,manufacturer part number: b474450-2201-16200-601-cr,manufacturer_part_number,b474450-2201-16200-601-cr,manufacturer part number,,
spec_best_sellers_rank_amazonrenewed46753,best sellers rank: {'amazon renewed': 46753},best_sellers_rank,{'amazon renewed': 46753},best sellers rank,,
spec_item_dimensions_lxwxh_17x17x5inches,item dimensions lxwxh: 17 x 17 x 5 inches,item_dimensions_lxwxh,17 x 17 x 5 inches,item dimensions lxwxh,,
spec_recording_capacity_18minutes,recording capacity: 18 minutes,recording_capacity,18 minutes,recording capacity,,
spec_conference_call_capability_2way,conference call capability: 2 way,conference_call_capability,2 way,conference call capability,,
spec_package_dimensions_12x7x25inches,package dimensions: 12 x 7 x 2.5 inches,package_dimensions,12 x 7 x 2.5 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed10586climatepledgefriendlyelectronics6263,"best sellers rank: {'amazon renewed': 10586, 'climate pledge friendly: electronics': 6263}",best_sellers_rank,"{'amazon renewed': 10586, 'climate pledge friendly: electronics': 6263}",best sellers rank,,
spec_os_androidkaios25r3,os: android kaios 2.5 r3,os,android kaios 2.5 r3,os,,
spec_charging_time_186minutes,charging time: 186 minutes,charging_time,186 minutes,charging time,,
spec_best_sellers_rank_amazonrenewed4965climatepledgefriendlyelectronics4653,"best sellers rank: {'amazon renewed': 4965, 'climate pledge friendly: electronics': 4653}",best_sellers_rank,"{'amazon renewed': 4965, 'climate pledge friendly: electronics': 4653}",best sellers rank,,
spec_department_cellphone,department: cell phone,department,cell phone,department,,
spec_best_sellers_rank_amazonrenewed70804,best sellers rank: {'amazon renewed': 70804},best_sellers_rank,{'amazon renewed': 70804},best sellers rank,,
spec_package_dimensions_75x55x3inches,package dimensions: 7.5 x 5.5 x 3 inches,package_dimensions,7.5 x 5.5 x 3 inches,package dimensions,,
spec_os_blackberry100,os: blackberry 10.0,os,blackberry 10.0,os,,
spec_best_sellers_rank_amazonrenewed100435,best sellers rank: {'amazon renewed': 100435},best_sellers_rank,{'amazon renewed': 100435},best sellers rank,,
spec_weight_298grams,weight: 298 grams,weight,298 grams,weight,298.0,g
spec_batteries_lithiumpolymerbatteriesrequired,batteries: lithium polymer batteries required.,batteries,lithium polymer batteries required.,batteries,,
spec_compatible_phone_models_ulefonearmor17pro,compatible phone models: ulefone armor 17 pro,compatible_phone_models,ulefone armor 17 pro,compatible phone models,,
spec_battery_power_rating_4800milliamphours,battery power rating: 4800 milliamp hours,battery_power_rating,4800 milliamp hours,battery power rating,,
spec_best_sellers_rank_amazonrenewed53708,best sellers rank: {'amazon renewed': 53708},best_sellers_rank,{'amazon renewed': 53708},best sellers rank,,
spec_package_dimensions_65x35x213inches,package dimensions: 6.5 x 3.5 x 2.13 inches,package_dimensions,6.5 x 3.5 x 2.13 inches,package dimensions,,
spec_gpu_intel,gpu: intel,gpu,intel,gpu,,
spec_wireless_communication_technologies_5g,wireless communication technologies: 5 g,wireless_communication_technologies,5 g,wireless communication technologies,5.0,g
spec_weight_283grams,weight: 283 grams,weight,283 grams,weight,283.0,g
spec_special_features_pdualsimpptextmessagingppcamerappexpandablememoryppmobilehotspotcapabilityp,"special features: <p>dual sim</p>, <p>text/messaging</p>, <p>camera</p>, <p>expandable memory</p>, <p>mobile hotspot capability</p>",special_features,"<p>dual sim</p>, <p>text/messaging</p>, <p>camera</p>, <p>expandable memory</p>, <p>mobile hotspot capability</p>",special features,,
spec_package_dimensions_1047x811x346inches,package dimensions: 10.47 x 8.11 x 3.46 inches,package_dimensions,10.47 x 8.11 x 3.46 inches,package dimensions,,
spec_weight_87grams,weight: 87 grams,weight,87 grams,weight,87.0,g
spec_package_dimensions_1051x63x382inches,package dimensions: 10.51 x 6.3 x 3.82 inches,package_dimensions,10.51 x 6.3 x 3.82 inches,package dimensions,,
spec_os_realmeui30basedonandroid12,os: realme ui 3.0 based on android 12,os,realme ui 3.0 based on android 12,os,,
spec_special_features_dualsimruggedizedphoneruggedsmartphoneoutdoorphonewaterproofphone,"special features: dual sim, ruggedized phone, rugged smartphone, outdoor phone, waterproof phone",special_features,"dual sim, ruggedized phone, rugged smartphone, outdoor phone, waterproof phone",special features,,
spec_phone_talk_time_94hours,phone talk time: 94 hours,phone_talk_time,94 hours,phone talk time,94.0,h
spec_phone_standby_time_with_data_1050hours,phone standby time (with data): 1050 hours,phone_standby_time_with_data,1050 hours,phone standby time (with data),1050.0,h
spec_other_camera_features_ultrawide50mpjn1sensormaincamera50mpimx766sensor,"other camera features: ultra wide: 50 mp jn1 sensor, main camera :50 mp imx766 sensor",other_camera_features,"ultra wide: 50 mp jn1 sensor, main camera :50 mp imx766 sensor",other camera features,,
spec_charging_time_18hours,charging time: 18 hours,charging_time,18 hours,charging time,18.0,h
spec_best_sellers_rank_amazonrenewed21721climatepledgefriendlyelectronics9219,"best sellers rank: {'amazon renewed': 21721, 'climate pledge friendly: electronics': 9219}",best_sellers_rank,"{'amazon renewed': 21721, 'climate pledge friendly: electronics': 9219}",best sellers rank,,
spec_package_dimensions_61x45x09inches,package dimensions: 6.1 x 4.5 x 0.9 inches,package_dimensions,6.1 x 4.5 x 0.9 inches,package dimensions,,
spec_battery_life_85hours,battery life: 8.5 hours,battery_life,8.5 hours,battery life,8.5,h
spec_os_android13oneui51,"os: android 13, one ui 5.1",os,"android 13, one ui 5.1",os,,
spec_special_features_fastchargingsupportdualsim,"special features: fast charging support, dual sim",special_features,"fast charging support, dual sim",special features,,
spec_charging_time_89minutes,charging time: 89 minutes,charging_time,89 minutes,charging time,,
spec_package_dimensions_714x388x18inches,package dimensions: 7.14 x 3.88 x 1.8 inches,package_dimensions,7.14 x 3.88 x 1.8 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed87988,best sellers rank: {'amazon renewed': 87988},best_sellers_rank,{'amazon renewed': 87988},best sellers rank,,
spec_included_components_itempackage,included components: item package,included_components,item package,included components,,
spec_package_dimensions_92x6x2inches,package dimensions: 9.2 x 6 x 2 inches,package_dimensions,9.2 x 6 x 2 inches,package dimensions,,
spec_package_dimensions_62x46x27inches,package dimensions: 6.2 x 4.6 x 2.7 inches,package_dimensions,6.2 x 4.6 x 2.7 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed16064,best sellers rank: {'amazon renewed': 16064},best_sellers_rank,{'amazon renewed': 16064},best sellers rank,,
spec_batteries_2lithiummetalbatteriesrequiredincluded,batteries: 2 lithium metal batteries required. (included),batteries,2 lithium metal batteries required. (included),batteries,,
spec_best_sellers_rank_amazonrenewed44659climatepledgefriendlyelectronics12413,"best sellers rank: {'amazon renewed': 44659, 'climate pledge friendly: electronics': 12413}",best_sellers_rank,"{'amazon renewed': 44659, 'climate pledge friendly: electronics': 12413}",best sellers rank,,
spec_package_dimensions_95x53x24inches,package dimensions: 9.5 x 5.3 x 2.4 inches,package_dimensions,9.5 x 5.3 x 2.4 inches,package dimensions,,
spec_special_features_dockchargingsosbuttonbasicphonespeeddiallongtimestandby,"special features: dock charging, sos button, basic phone, speed dial, long time standby",special_features,"dock charging, sos button, basic phone, speed dial, long time standby",special features,,
spec_phone_standby_time_with_data_190hours,phone standby time (with data): 190 hours,phone_standby_time_with_data,190 hours,phone standby time (with data),190.0,h
spec_weight_82grams,weight: 82 grams,weight,82 grams,weight,82.0,g
spec_package_dimensions_618x382x252inches,package dimensions: 6.18 x 3.82 x 2.52 inches,package_dimensions,6.18 x 3.82 x 2.52 inches,package dimensions,,
spec_human_interface_input_touchscreenkeypadkeyboard,"human interface input: touchscreen, keypad, keyboard",human_interface_input,"touchscreen, keypad, keyboard",human interface input,,
spec_package_dimensions_6x6x6inches,package dimensions: 6 x 6 x 6 inches,package_dimensions,6 x 6 x 6 inches,package dimensions,,
spec_package_dimensions_47x15x02inches,package dimensions: 4.7 x 1.5 x 0.2 inches,package_dimensions,4.7 x 1.5 x 0.2 inches,package dimensions,,
spec_package_dimensions_1063x787x421inches,package dimensions: 10.63 x 7.87 x 4.21 inches,package_dimensions,10.63 x 7.87 x 4.21 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed57144,best sellers rank: {'amazon renewed': 57144},best_sellers_rank,{'amazon renewed': 57144},best sellers rank,,
spec_best_sellers_rank_amazonrenewed57466,best sellers rank: {'amazon renewed': 57466},best_sellers_rank,{'amazon renewed': 57466},best sellers rank,,
spec_os_android13,os: android 13,os,android 13,os,,
spec_package_dimensions_1087x669x39inches,package dimensions: 10.87 x 6.69 x 3.9 inches,package_dimensions,10.87 x 6.69 x 3.9 inches,package dimensions,,
spec_special_features_dualsim5g14401080thermalimagingsystem1000mrangedistance12gb8gbexpandableram256gbrom2kamoleddisplay700nits5gthermalruggedsmartphone,"special features: dual sim 5g, 1440 * 1080 thermal imaging system/1000m range distance, 12gb (+8gb expandable) ram + 256gb rom, 2k amoled display/700 nits, 5g thermal rugged smartphone",special_features,"dual sim 5g, 1440 * 1080 thermal imaging system/1000m range distance, 12gb (+8gb expandable) ram + 256gb rom, 2k amoled display/700 nits, 5g thermal rugged smartphone",special features,,
spec_other_camera_features_64mpaimaincamera24mpnightvisioncamera8mpfusioncamera,other camera features: 64mp ai main camera/24mp night vision camera/8mp fusion camera,other_camera_features,64mp ai main camera/24mp night vision camera/8mp fusion camera,other camera features,,
spec_charging_time_16hours,charging time: 1.6 hours,charging_time,1.6 hours,charging time,1.6,h
spec_package_dimensions_606x35x268inches,package dimensions: 6.06 x 3.5 x 2.68 inches,package_dimensions,6.06 x 3.5 x 2.68 inches,package dimensions,,
spec_package_dimensions_787x748x138inches,package dimensions: 7.87 x 7.48 x 1.38 inches,package_dimensions,7.87 x 7.48 x 1.38 inches,package dimensions,,
spec_special_features_8gbram128gbrom18wfastcharger,"special features: 8gb ram + 128gb rom, 18w fast charger",special_features,"8gb ram + 128gb rom, 18w fast charger",special features,,
spec_battery_power_rating_5280,battery power rating: 5280,battery_power_rating,5280,battery power rating,,
spec_best_sellers_rank_amazonrenewed39069,best sellers rank: {'amazon renewed': 39069},best_sellers_rank,{'amazon renewed': 39069},best sellers rank,,
spec_package_dimensions_673x331x181inches,package dimensions: 6.73 x 3.31 x 1.81 inches,package_dimensions,6.73 x 3.31 x 1.81 inches,package dimensions,,
spec_special_features_5000mahmassivebattery167cm66fhdfullscreenpowerfulunisoct612processor18wquickcharge50mpaitriplecamera8mpselfiecamera,"special features: 5000mah massive battery, 16.7cm（6.6'') fhd+ fullscreen, powerful unisoc t612 processor, 18w quick charge, 50mp ai triple camera/8mp selfie camera",special_features,"5000mah massive battery, 16.7cm（6.6'') fhd+ fullscreen, powerful unisoc t612 processor, 18w quick charge, 50mp ai triple camera/8mp selfie camera",special features,,
spec_phone_standby_time_with_data_33days,phone standby time (with data): 33 days,phone_standby_time_with_data,33 days,phone standby time (with data),,
spec_package_dimensions_724x382x217inches,package dimensions: 7.24 x 3.82 x 2.17 inches,package_dimensions,7.24 x 3.82 x 2.17 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed51429climatepledgefriendlyelectronics12935,"best sellers rank: {'amazon renewed': 51429, 'climate pledge friendly: electronics': 12935}",best_sellers_rank,"{'amazon renewed': 51429, 'climate pledge friendly: electronics': 12935}",best sellers rank,,
spec_best_sellers_rank_amazonrenewed46199climatepledgefriendlyelectronics12514,"best sellers rank: {'amazon renewed': 46199, 'climate pledge friendly: electronics': 12514}",best_sellers_rank,"{'amazon renewed': 46199, 'climate pledge friendly: electronics': 12514}",best sellers rank,,
spec_package_dimensions_591x394x157inches,package dimensions: 5.91 x 3.94 x 1.57 inches,package_dimensions,5.91 x 3.94 x 1.57 inches,package dimensions,,
spec_battery_capacity_6500milliamphours,battery capacity: 6500 milliamp hours,battery_capacity,6500 milliamp hours,battery capacity,,
spec_weight_288ounces,weight: 2.88 ounces,weight,2.88 ounces,weight,2.88,oz
spec_package_dimensions_71x69x36inches,package dimensions: 7.1 x 6.9 x 3.6 inches,package_dimensions,7.1 x 6.9 x 3.6 inches,package dimensions,,
spec_special_features_android13basedondokeos314gdualsimunlockedphone10000mahsolidstatebattery33wfastchargeusb30ip68ip69kmilstd810hcorninggorillaglass7smartpaboxspeaker65inch24kfhdlargescreentvsdlowbluelightthreeeyecomfortmodesthermalimagingwith4spacezoom9colorpaletteshootingmodewidedynamicrangecoverstemperaturesfrom10to140degreescelsiusmediatekheliop90octacore12nmprocessorhighfrequency22ghzandintegratedcoolingsystem16gbram256gbrom1tbtfexpansion64mpsamsungs5kgw3sp13fgx9ultraclearmaincamera5mpsecondaryrearcameraflirleptonthermalsensorand16mpfrontcameranfcuwbfaceidfingerprintunlockglovemodecustomizedfunctionbuttongpsglonassbeidougalileo,"special features: ❥android 13 based on doke os 3.1, 4g dual sim unlocked phone，10,000mah solid-state battery + 33w fast charge + usb 3.0， ip68 ip69k & mil-std-810h + corning® gorilla® glass 7 + smart-pa box speaker， 6.5-inch 2.4k fhd+ large screen ， tüv süd low blue light ， three eye comfort modes, ❥thermal imaging with 4× space zoom, 9 color palette shooting mode, wide dynamic range covers temperatures from -10 to 140 degrees celsius, ❥mediatek helio p90 octa-core 12nm processor， high-frequency 2.2 ghz and integrated cooling system， 16gb ram + 256gb rom + 1tb tf expansion, ❥ 64 mp samsung ®s5kgw3sp13-fgx9 ultra-clear main camera, 5mp secondary rear camera, flir lepton thermal sensor and 16mp front camera, ❥nfc， uwb, face id & fingerprint unlock， glove mode， customized function button，gps & glonass & beidou & galileo",special_features,"❥android 13 based on doke os 3.1, 4g dual sim unlocked phone，10,000mah solid-state battery + 33w fast charge + usb 3.0， ip68 ip69k & mil-std-810h + corning® gorilla® glass 7 + smart-pa box speaker， 6.5-inch 2.4k fhd+ large screen ， tüv süd low blue light ， three eye comfort modes, ❥thermal imaging with 4× space zoom, 9 color palette shooting mode, wide dynamic range covers temperatures from -10 to 140 degrees celsius, ❥mediatek helio p90 octa-core 12nm processor， high-frequency 2.2 ghz and integrated cooling system， 16gb ram + 256gb rom + 1tb tf expansion, ❥ 64 mp samsung ®s5kgw3sp13-fgx9 ultra-clear main camera, 5mp secondary rear camera, flir lepton thermal sensor and 16mp front camera, ❥nfc， uwb, face id & fingerprint unlock， glove mode， customized function button，gps & glonass & beidou & galileo",special features,,
spec_other_camera_features_64mpsamsungs5kgw3sp13fgx9ultraclearmaincamera5mpsecondaryrearcameraflirleptonthermalsensorand16mpfrontcamera,"other camera features: 64mp samsung® s5kgw3sp13-fgx9 ultra-clear main camera, 5mp secondary rear camera, flir lepton thermal sensor, and 16mp front camera",other_camera_features,"64mp samsung® s5kgw3sp13-fgx9 ultra-clear main camera, 5mp secondary rear camera, flir lepton thermal sensor, and 16mp front camera",other camera features,,
spec_phone_talk_time_70hours,phone talk time: 70 hours,phone_talk_time,70 hours,phone talk time,70.0,h
spec_standing_screen_display_size_65hundredthsinches,standing screen display size: 6.5 hundredths-inches,standing_screen_display_size,6.5 hundredths-inches,standing screen display size,,
